English Term,Lemma,IPA,Russian Pronunciation,Russian Translation,POS Mode,Part of Speech (EN),Part of Speech (RU),Frequency
aware,aware,əˈwɛr,эуэр,осведомленный,wordnet,adj,прилагательное,2
away,away,əˈweɪ,эуэй,прочь,wordnet,adj,прилагательное,4
awesome,awesome,ˈɔsəm,осм,потрясающий,wordnet,adj,прилагательное,2
awful,awful,ˈɔfəl,офл,ужасный,wordnet,adj,прилагательное,1
awkwardness,awkwardness,ˈɔkwərdnəs,окуэрднэс,неловкость,wordnet,noun,существительное,1
azure,azure,ˈæʒər,эжэр,лазурный,wordnet,noun,существительное,10
baa,baa,ˌbiˌeɪˈeɪ,биэйэй,баа,wordnet,noun,существительное,1
babysit,babysit,ˈbeɪbisɪt,бэйбисит,присмотр за детьми,wordnet,,,1
back,back,bæk,бэк,назад,wordnet,noun,существительное,52
backbone,backbone,ˈbækˌboʊn,бэкбоун,позвоночник,wordnet,noun,существительное,1
background,background,ˈbækˌgraʊnd,бэкграунд,фон,wordnet,noun,существительное,1
backtrack,backtrack,ˈbækˌtræk,бэктрэк,отступать,wordnet,verb,глагол,2
backup,backup,ˈbæˌkəp,бэкэп,резервное копирование,wordnet,noun,существительное,1
backward,backward,ˈbækwərd,бэкуэрд,назад,wordnet,adj,прилагательное,3
bacon,bacon,ˈbeɪkən,бэйкн,бекон,wordnet,noun,существительное,3
bad,bad,bæd,бэд,плохой,wordnet,noun,существительное,8
bag,bag,bæg,бэг,сумка,wordnet,noun,существительное,4
bake,bake,beɪk,бэйк,выпекать,wordnet,verb,глагол,2
baked,baked,beɪkt,бэйкт,запеченный,wordnet,verb,глагол,1
baking,baking,ˈbeɪkɪŋ,бэйкин,выпечка,wordnet,noun,существительное,1
balance,balance,ˈbæləns,бэлнс,баланс,wordnet,noun,существительное,6
balancing,balancing,ˈbælənsɪŋ,бэлнсин,балансировка,wordnet,noun,существительное,1
baldwin,baldwin,ˈbɔldwən,болдун,Болдуин,wordnet,noun,существительное,2
bam,bam,bæm,бэм,бам,wordnet,noun,существительное,1
banana,banana,bəˈnænə,бэнэнэ,банан,wordnet,noun,существительное,4
bang,bang,bæŋ,бэн,хлопнуть,wordnet,noun,существительное,1
banking,banking,ˈbæŋkɪŋ,бэнкин,банковское дело,wordnet,noun,существительное,4
bar,bar,bɑr,бар,бар,wordnet,noun,существительное,7
bare,bare,bɛr,бэр,голый,wordnet,verb,глагол,6
barley,barley,ˈbɑrli,барли,ячмень,wordnet,noun,существительное,1
barracuda,barracuda,ˌbɛrəˈkudə,бэрэкудэ,барракуда,wordnet,noun,существительное,1
barrier,barrier,ˈbɛriər,бэриэр,барьер,wordnet,noun,существительное,2
base,base,beɪs,бэйс,база,wordnet,noun,существительное,11
based,based,beɪst,бэйст,основанный на,wordnet,verb,глагол,57
basic,basic,ˈbeɪsɪk,бэйсик,базовый,wordnet,noun,существительное,43
basically,basically,ˈbeɪsɪkli,бэйсикли,по сути,wordnet,adv,наречие,2
basis,basis,ˈbeɪsɪs,бэйсис,основа,wordnet,noun,существительное,5
bat,bat,bæt,бэт,летучая мышь,wordnet,noun,существительное,1
batch,batch,bæʧ,бэч,партия,wordnet,noun,существительное,63
bates,bates,beɪts,бэйтс,Бейтс,wordnet,verb,глагол,1
bear,bear,bɛr,бэр,медведь,wordnet,noun,существительное,2
bearing,bearing,ˈbɛrɪŋ,бэрин,несущий,wordnet,noun,существительное,1
beaumont,beaumont,ˈboʊmɔnt,боумонт,Бомонт,wordnet,noun,существительное,1
beautiful,beautiful,ˈbjutəfəl,бйутэфл,красивый,wordnet,adj,прилагательное,1
beauty,beauty,ˈbjuti,бйути,красота,wordnet,noun,существительное,1
became,became,bɪˈkeɪm,бикэйм,стал,wordnet,verb,глагол,2
become,become,bɪˈkəm,бикм,становиться,wordnet,verb,глагол,15
becomes,becomes,bɪˈkəmz,бикмз,становится,wordnet,verb,глагол,17
becoming,becoming,bɪˈkəmɪŋ,бикмин,становление,wordnet,verb,глагол,2
beef,beef,bif,биф,говядина,wordnet,noun,существительное,3
beet,beet,bit,бит,свекла,wordnet,noun,существительное,1
beforehand,beforehand,bɪˈfɔˌrhænd,бифорхэнд,заранее,wordnet,adj,прилагательное,1
befriend,befriend,bɪˈfrɛnd,бифрэнд,подружиться,wordnet,verb,глагол,2
begin,begin,bɪˈgɪn,бигин,начинать,wordnet,noun,существительное,1
beginner,beginner,bɪˈgɪnər,бигинэр,новичок,wordnet,noun,существительное,2
beginning,beginning,bɪˈgɪnɪŋ,бигинин,начало,wordnet,noun,существительное,29
behave,behave,bɪˈheɪv,бихэйв,вести себя,wordnet,verb,глагол,2
behaves,behaves,bɪˈheɪvz,бихэйвз,ведет себя,wordnet,verb,глагол,2
behaving,behaving,bɪˈheɪvɪŋ,бихэйвин,поведение,wordnet,verb,глагол,1
behavior,behavior,bɪˈheɪvjər,бихэйвйэр,поведение,wordnet,noun,существительное,47
behind,behind,bɪˈhaɪnd,бихайнд,позади,wordnet,noun,существительное,14
behold,behold,bɪˈhoʊld,бихоулд,вот,wordnet,verb,глагол,2
belief,belief,bɪˈlif,билиф,вера,wordnet,noun,существительное,1
believe,believe,bɪˈliv,билив,полагать,wordnet,verb,глагол,7
believed,believed,bɪˈlivd,биливд,верил,wordnet,verb,глагол,2
bell,bell,bɛl,бэл,колокол,wordnet,noun,существительное,1
belong,belong,bɪˈlɔŋ,билон,принадлежать,wordnet,verb,глагол,2
belonging,belonging,bɪˈlɔŋɪŋ,билонин,принадлежность,wordnet,noun,существительное,2
belongs,belongs,bɪˈlɔŋz,билонз,принадлежит,wordnet,verb,глагол,2
belt,belt,bɛlt,бэлт,пояс,wordnet,noun,существительное,5
ben,ben,bɛn,бэн,Бен,wordnet,noun,существительное,2
benchmark,benchmark,ˈbɛnʧˌmɑrk,бэнчмарк,эталон,wordnet,noun,существительное,1
bend,bend,bɛnd,бэнд,сгибать,wordnet,noun,существительное,3
benefit,benefit,ˈbɛnəfɪt,бэнэфит,выгода,wordnet,noun,существительное,5
bergen,bergen,ˈbərgən,бэргн,Берген,wordnet,noun,существительное,2
bert,bert,bərt,бэрт,Берт,wordnet,,,1
besides,besides,ˌbiˈsaɪdz,бисайдз,кроме,wordnet,adv,наречие,3
best,best,bɛst,бэст,лучший,wordnet,noun,существительное,42
beta,beta,ˈbeɪtə,бэйтэ,бета,wordnet,noun,существительное,1
better,better,ˈbɛtər,бэтэр,лучше,wordnet,noun,существительное,43
beyond,beyond,bɪɔnd,бионд,вне,wordnet,adv,наречие,28
big,big,bɪg,биг,большой,wordnet,adj,прилагательное,42
bigger,bigger,ˈbɪgər,бигэр,больше,wordnet,adj,прилагательное,2
biggest,biggest,ˈbɪgəst,бигэст,самый большой,wordnet,adj,прилагательное,5
bilingual,bilingual,baɪˈlɪŋgwəl,байлингул,двуязычный,wordnet,noun,существительное,14
bill,bill,bɪl,бил,счет,wordnet,noun,существительное,1
bin,bin,bɪn,бин,мусорное ведро,wordnet,noun,существительное,9
binary,binary,ˈbaɪnəˌri,байнэри,двоичный,wordnet,noun,существительное,80
bind,bind,baɪnd,байнд,связывать,wordnet,noun,существительное,4
bit,bit,bɪt,бит,кусочек,wordnet,noun,существительное,13
black,black,blæk,блэк,черный,wordnet,noun,существительное,4
blame,blame,bleɪm,блэйм,обвинять,wordnet,noun,существительное,1
blank,blank,blæŋk,блэнк,пустой,wordnet,noun,существительное,2
blanket,blanket,ˈblæŋkɪt,блэнкит,одеяло,wordnet,noun,существительное,1
blast,blast,blæst,блэст,взрыв,wordnet,noun,существительное,1
blazing,blazing,ˈbleɪzɪŋ,блэйзин,пылающий,wordnet,noun,существительное,1
blend,blend,blɛnd,блэнд,смешивать,wordnet,noun,существительное,8
blending,blending,ˈblɛndɪŋ,блэндин,смешивание,wordnet,noun,существительное,22
blessed,blessed,blɛst,блэст,благословенный,wordnet,verb,глагол,1
blind,blind,blaɪnd,блайнд,слепой,wordnet,noun,существительное,2
block,block,blɑk,блак,блокировать,wordnet,noun,существительное,50
blow,blow,bloʊ,блоу,дуть,wordnet,noun,существительное,1
blowing,blowing,bloʊɪŋ,блоуин,дует,wordnet,noun,существительное,1
blown,blown,bloʊn,блоун,взорванный,wordnet,verb,глагол,1
blue,blue,blu,блу,синий,wordnet,noun,существительное,12
blueprint,blueprint,ˈbluˌprɪnt,блупринт,проект,wordnet,noun,существительное,34
boast,boast,boʊst,боуст,хвастаться,wordnet,noun,существительное,1
body,body,ˈbɑdi,бади,тело,wordnet,noun,существительное,12
bogged,bogged,bɔgd,богд,увязший,wordnet,,,1
boil,boil,bɔɪl,бойл,варить,wordnet,noun,существительное,2
boilerplate,boilerplate,ˈbɔɪlərˌpleɪt,бойлэрплэйт,шаблонный шаблон,wordnet,noun,существительное,8
bold,bold,boʊld,боулд,смелый,wordnet,noun,существительное,1
bona,bona,ˈboʊnə,боунэ,добросовестно,wordnet,,,3
bone,bone,boʊn,боун,кость,wordnet,noun,существительное,3
bonus,bonus,ˈboʊnəs,боунэс,бонус,wordnet,noun,существительное,4
book,book,bʊk,бук,книга,wordnet,noun,существительное,221
boolean,boolean,buˈliən,булин,логическое значение,wordnet,adj,прилагательное,23
boost,boost,bust,буст,способствовать росту,wordnet,noun,существительное,3
boot,boot,but,бут,ботинок,wordnet,noun,существительное,1
boring,boring,ˈbɔrɪŋ,борин,скучный,wordnet,noun,существительное,1
boris,boris,ˈbɔrɪs,борис,Борис,wordnet,,,1
borrow,borrow,ˈbɑˌroʊ,бароу,занимать,wordnet,verb,глагол,3
borrowed,borrowed,ˈbɑˌroʊd,бароуд,заимствованный,wordnet,verb,глагол,1
borrows,borrows,ˈbɑroʊz,бароуз,занимает,wordnet,verb,глагол,5
bother,bother,ˈbɑðər,базэр,беспокоить,wordnet,noun,существительное,3
bottom,bottom,ˈbɑtəm,батм,нижний,wordnet,noun,существительное,12
bound,bound,baʊnd,баунд,граница,wordnet,noun,существительное,3
boundary,boundary,ˈbaʊndəri,баундэри,граница,wordnet,noun,существительное,65
bounded,bounded,ˈbaʊndɪd,баундид,ограниченный,wordnet,verb,глагол,16
bounding,bounding,ˈbaʊndɪŋ,баундин,ограничивающий,wordnet,verb,глагол,1
box,box,bɑks,бакс,коробка,wordnet,noun,существительное,21
bracket,bracket,ˈbrækɪt,брэкит,кронштейн,wordnet,noun,существительное,25
brain,brain,breɪn,брэйн,мозг,wordnet,noun,существительное,2
bramble,bramble,ˈbræmbəl,брэмбл,ежевика,wordnet,noun,существительное,1
branko,branko,ˈbræŋkoʊ,брэнкоу,Бранко,wordnet,,,1
bravo,bravo,ˈbrɑvoʊ,бравоу,Браво,wordnet,noun,существительное,2
break,break,breɪk,брэйк,перерыв,wordnet,noun,существительное,29
breakdown,breakdown,ˈbreɪkˌdaʊn,брэйкдаун,авария,wordnet,noun,существительное,1
breaker,breaker,ˈbreɪkər,брэйкэр,разрушитель,wordnet,noun,существительное,1
